index,image_id,category,artifact_tag,ground_truth_value,unit,logic_constraint,expected_value,rule_id,reasoning,hard_case_flag,expected_verdict,full_path,processed_path,constraint,model_response,stage1_bbox,stage1_raw,run_iteration,model_verdict,model_reasoning
46,guage (3).jpg,guage,Low Contrast,22,bar,Alert if pressure > 27 bar.,22 bar,Rule B,Value is 22. 22 < 27.,1,SAFE,Dataset/Guages/guage (3).jpg,Data_Preprocessed/guage (3).jpg,Low Contrast,"Q1: Observation: The gauge shows a reading of approximately 40 bar on the right side and 0 bar on the left side.  Q2: Evaluation: The gauge reads 40 bar which exceeds the maximum allowed pressure of 27 bar. Therefore, this observation violates the Safety Rule.  Q3: Final Verdict: UNSAFE","(256, 347, 896, 852)","[256, 347, 896, 852]",2,UNSAFE,"Q1: Observation: The gauge shows a reading of approximately 40 bar on the right side and 0 bar on the left side.  Q2: Evaluation: The gauge reads 40 bar which exceeds the maximum allowed pressure of 27 bar. Therefore, this observation violates the Safety Rule.  Q3:"
47,guage (30).jpg,guage,Oblique Angle,22,psi,Alert if pressure > 17 psi.,22 psi,Rule A,Value is 22. 22 > 17.,1,UNSAFE,Dataset/Guages/guage (30).jpg,Data_Preprocessed/guage (30).jpg,Oblique Angle,"Q1: Observation: The red valve appears to be connected to a pipe with a gauge above it, indicating that the pressure is being measured. Q2: Evaluation: No Q3: Final Verdict: SAFE","(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,"Q1: Observation: The red valve appears to be connected to a pipe with a gauge above it, indicating that the pressure is being measured. Q2: Evaluation: No Q3:"
48,guage (30).jpg,guage,Oblique Angle,22,psi,Alert if pressure > 27 psi.,22 psi,Rule B,Value is 22. 22 < 27.,1,SAFE,Dataset/Guages/guage (30).jpg,Data_Preprocessed/guage (30).jpg,Oblique Angle,"Q1: Observation: The red valve appears to be connected to a pipe with a gauge above it, indicating that the pressure is being measured. Q2: Evaluation: No Q3: Final Verdict: SAFE","(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,"Q1: Observation: The red valve appears to be connected to a pipe with a gauge above it, indicating that the pressure is being measured. Q2: Evaluation: No Q3:"
49,guage (31).jpg,guage,Glare/ Oblique Angle,0.02,Mpa,Alert if > 0.01 Mpa.,0.02 Mpa,Rule A,Value is 0.02. 0.02 > 0.01.,1,UNSAFE,Dataset/Guages/guage (31).jpg,Data_Preprocessed/guage (31).jpg,Glare/ Oblique Angle,Q1: Observation: The gauge shows a reading of approximately 0.4 MPa on the dial face. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(250, 300, 750, 900)","[250, 300, 750, 900]",2,SAFE,Q1: Observation: The gauge shows a reading of approximately 0.4 MPa on the dial face. Q2: Evaluation: No Q3:
50,guage (31).jpg,guage,Glare/ Oblique Angle,0.02,Mpa,Alert if > 0.03 Mpa.,0.02 Mpa,Rule B,Value is 0.02. 0.02 < 0.03.,1,SAFE,Dataset/Guages/guage (31).jpg,Data_Preprocessed/guage (31).jpg,Glare/ Oblique Angle,Q1: Observation: The gauge shows a reading of approximately 0.4 MPa on the dial face. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(250, 300, 750, 900)","[250, 300, 750, 900]",2,SAFE,Q1: Observation: The gauge shows a reading of approximately 0.4 MPa on the dial face. Q2: Evaluation: No Q3:
51,guage (32).jpg,guage,Low Resolution,0.8,bar,Alert if > 0.6 bar.,0.8 bar,Rule A,Value is 0.8. 0.8 > 0.6.,1,UNSAFE,Dataset/Guages/guage (32).jpg,Data_Preprocessed/guage (32).jpg,Low Resolution,Q1: Observation: The gauge shows a reading of approximately 0.5 bar on the dial face. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,Q1: Observation: The gauge shows a reading of approximately 0.5 bar on the dial face. Q2: Evaluation: No Q3:
52,guage (32).jpg,guage,Low Resolution,0.8,bar,Alert if > 1.0 bar.,0.8 bar,Rule B,Value is 0.8. 0.8 < 1.0.,1,SAFE,Dataset/Guages/guage (32).jpg,Data_Preprocessed/guage (32).jpg,Low Resolution,Q1: Observation: The gauge shows a reading of approximately 1.5 bar on the dial face. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,Q1: Observation: The gauge shows a reading of approximately 1.5 bar on the dial face. Q2: Evaluation: No Q3:
53,guage (33).jpg,guage,Glare,3.6,bar,Alert if > 2.8 bar.,3.6 bar,Rule A,Value is 3.6. 3.6 > 2.8.,1,UNSAFE,Dataset/Guages/guage (33).jpg,Data_Preprocessed/guage (33).jpg,Glare,"Q1: Observation: The gauge shows a needle pointing towards the red zone on the right side of the gauge, indicating a pressure reading of approximately 6.5 MPa.  Q2: Evaluation: Yes  Q3: Final Verdict: UNSAFE","(256, 347, 743, 789)","[256, 347, 743, 789]",2,UNSAFE,"Q1: Observation: The gauge shows a needle pointing towards the red zone on the right side of the gauge, indicating a pressure reading of approximately 6.5 MPa.  Q2: Evaluation: Yes  Q3:"
54,guage (33).jpg,guage,Glare,3.6,bar,Alert if > 4.4 bar.,3.6 bar,Rule B,Value is 3.6. 3.6 < 4.4.,1,SAFE,Dataset/Guages/guage (33).jpg,Data_Preprocessed/guage (33).jpg,Glare,"Q1: Observation: The gauge shows a needle pointing towards the red zone on the right side of the gauge, indicating a pressure reading of approximately 6.5 MPa.  Q2: Evaluation: Yes  Q3: Final Verdict: UNSAFE","(256, 347, 743, 789)","[256, 347, 743, 789]",2,UNSAFE,"Q1: Observation: The gauge shows a needle pointing towards the red zone on the right side of the gauge, indicating a pressure reading of approximately 6.5 MPa.  Q2: Evaluation: Yes  Q3:"
55,guage (34).jpg,guage,Oblique Angle/ Low Resolution,83,kPa,Alert if pressure exceeds 66 kPa.,83 kPa,Rule A,Value is 83. 83 > 66.,1,UNSAFE,Dataset/Guages/guage (34).jpg,Data_Preprocessed/guage (34).jpg,Oblique Angle/ Low Resolution,Q1: Observation: The gauge shows a reading of approximately -50 kPa on the scale. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 347, 749, 681)","[256, 347, 749, 681]",2,UNSAFE,Q1: Observation: The gauge shows a reading of approximately -50 kPa on the scale. Q2: Evaluation: Yes Q3:
56,guage (34).jpg,guage,Oblique Angle/ Low Resolution,83,kPa,Alert if pressure exceeds 100 kPa.,83 kPa,Rule B,Value is 83. 83 < 100.,1,SAFE,Dataset/Guages/guage (34).jpg,Data_Preprocessed/guage (34).jpg,Oblique Angle/ Low Resolution,"Q1: Observation: The gauge shows a reading of approximately -80 kPa on the scale marked with increments of 40 kPa.  Q2: Evaluation: The gauge reads below the maximum allowed limit of 100 kPa, so it does not violate the Safety Rule.  Q3: Final Verdict: SAFE","(256, 347, 749, 681)","[256, 347, 749, 681]",2,SAFE,"Q1: Observation: The gauge shows a reading of approximately -80 kPa on the scale marked with increments of 40 kPa.  Q2: Evaluation: The gauge reads below the maximum allowed limit of 100 kPa, so it does not violate the Safety Rule.  Q3:"
57,guage (35).jpg,guage,Obstruction,35,Psi,Alert if > 28 Psi.,35 Psi,Rule A,Value is 35. 35 > 28.,1,UNSAFE,Dataset/Guages/guage (35).jpg,Data_Preprocessed/guage (35).jpg,Obstruction,Q1: Observation: The gauge reads approximately 0 kg/cm² on the right side of the dial and 150 kg/cm² on the left side of the dial. Q2: Evaluation: The gauge reading does not exceed 28 psi according to the Safety Rule. Q3: Final Verdict: SAFE,"(256, 347, 988, 650)","[256, 347, 988, 650]",2,SAFE,Q1: Observation: The gauge reads approximately 0 kg/cm² on the right side of the dial and 150 kg/cm² on the left side of the dial. Q2: Evaluation: The gauge reading does not exceed 28 psi according to the Safety Rule. Q3:
58,guage (35).jpg,guage,Obstruction,35,Psi,Alert if > 42 Psi.,35 Psi,Rule B,Value is 35. 35 < 42.,1,SAFE,Dataset/Guages/guage (35).jpg,Data_Preprocessed/guage (35).jpg,Obstruction,Q1: Observation: The gauge reads approximately 0 kg/cm² on the right side of the dial and 150 kg/cm² on the left side of the dial. Q2: Evaluation: The gauge reading does not exceed 42 psi according to the Safety Rule. Q3: Final Verdict: SAFE,"(256, 347, 988, 650)","[256, 347, 988, 650]",2,SAFE,Q1: Observation: The gauge reads approximately 0 kg/cm² on the right side of the dial and 150 kg/cm² on the left side of the dial. Q2: Evaluation: The gauge reading does not exceed 42 psi according to the Safety Rule. Q3:
59,guage (36).jpg,guage,Low Contrast,0.1,Mpa,Alert if > 0.08 Mpa.,0.1 Mpa,Rule A,Value is 0.1. 0.1 > 0.08.,1,UNSAFE,Dataset/Guages/guage (36).jpg,Data_Preprocessed/guage (36).jpg,Low Contrast,Q1: Observation: The gauge shows a reading of approximately 0.6 MPa on the scale.  Q2: Evaluation: No  Q3: Final Verdict: SAFE,"(256, 347, 749, 780)","[256, 347, 749, 780]",2,SAFE,Q1: Observation: The gauge shows a reading of approximately 0.6 MPa on the scale.  Q2: Evaluation: No  Q3:
60,guage (36).jpg,guage,Low Contrast,0.1,Mpa,Alert if > 0.12 Mpa.,0.1 Mpa,Rule B,Value is 0.1. 0.1 < 0.12.,1,SAFE,Dataset/Guages/guage (36).jpg,Data_Preprocessed/guage (36).jpg,Low Contrast,Q1: Observation: The gauge shows a reading of approximately 0.4 MPa on the scale.  Q2: Evaluation: No  Q3: Final Verdict: SAFE,"(256, 347, 749, 780)","[256, 347, 749, 780]",2,SAFE,Q1: Observation: The gauge shows a reading of approximately 0.4 MPa on the scale.  Q2: Evaluation: No  Q3:
61,guage (37).jpg,guage,Low Contrast,160,celcius,Alert if > 128 celcius.,160 celcius,Rule A,Value is 160. 160 > 128.,1,UNSAFE,Dataset/Guages/guage (37).jpg,Data_Preprocessed/guage (37).jpg,Low Contrast,Q1: Observation: The gauge shows a temperature of approximately 140 degrees Celsius. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 347, 898, 750)","[256, 347, 898, 750]",2,UNSAFE,Q1: Observation: The gauge shows a temperature of approximately 140 degrees Celsius. Q2: Evaluation: Yes Q3:
62,guage (37).jpg,guage,Low Contrast,160,celcius,Alert if > 192 celcius.,160 celcius,Rule B,Value is 160. 160 < 192.,1,SAFE,Dataset/Guages/guage (37).jpg,Data_Preprocessed/guage (37).jpg,Low Contrast,Q1: Observation: The gauge shows a temperature of approximately 140 degrees Celsius. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 898, 750)","[256, 347, 898, 750]",2,SAFE,Q1: Observation: The gauge shows a temperature of approximately 140 degrees Celsius. Q2: Evaluation: No Q3:
63,guage (38).jpg,guage,,60,celcius,Alert if temperature exceeds 48 celcius.,60 celcius,Rule A,Value is 60. 60 > 48.,0,UNSAFE,Dataset/Guages/guage (38).jpg,Data_Preprocessed/guage (38).jpg,,"Q1: Observation: The gauge shows a reading of approximately 50 degrees Celsius on the scale marked ""C"" and ""°C"".  Q2: Evaluation: The observation does not violate the Safety Rule because the temperature is within the safe range of 0 to 600 degrees Celsius, which is specified by the Safety Rule.  Q3: Final Verdict: SAFE","(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,"Q1: Observation: The gauge shows a reading of approximately 50 degrees Celsius on the scale marked ""C"" and ""°C"".  Q2: Evaluation: The observation does not violate the Safety Rule because the temperature is within the safe range of 0 to 600 degrees Celsius, which is specified by the Safety Rule.  Q3:"
64,guage (38).jpg,guage,,60,celcius,Alert if temperature exceeds 72 celcius.,60 celcius,Rule B,Value is 60. 60 < 72.,0,SAFE,Dataset/Guages/guage (38).jpg,Data_Preprocessed/guage (38).jpg,,"Q1: Observation: The gauge shows a reading of approximately 600 degrees Celsius on the scale marked ""500"" to ""650"".  Q2: Evaluation: Yes  Q3: Final Verdict: UNSAFE","(256, 347, 749, 800)","[256, 347, 749, 800]",2,UNSAFE,"Q1: Observation: The gauge shows a reading of approximately 600 degrees Celsius on the scale marked ""500"" to ""650"".  Q2: Evaluation: Yes  Q3:"
65,guage (39).jpg,guage,,155,psi,Alert if > 124 psi.,155 psi,Rule A,Value is 155. 155 > 124.,0,UNSAFE,Dataset/Guages/guage (39).jpg,Data_Preprocessed/guage (39).jpg,,"Q1: Observation: The visible physical condition on the gauge shows that the needle is pointing towards the ""OIL"" section of the gauge and the pressure reading is approximately 150 psi.  Q2: Evaluation: Yes  Q3: Final Verdict: UNSAFE","(256, 347, 749, 800)","[256, 347, 749, 800]",2,UNSAFE,"Q1: Observation: The visible physical condition on the gauge shows that the needle is pointing towards the ""OIL"" section of the gauge and the pressure reading is approximately 150 psi.  Q2: Evaluation: Yes  Q3:"
66,guage (39).jpg,guage,,155,psi,Alert if > 186 psi.,155 psi,Rule B,Value is 155. 155 < 186.,0,SAFE,Dataset/Guages/guage (39).jpg,Data_Preprocessed/guage (39).jpg,,"Q1: Observation: The visible physical condition on the gauge shows that the needle is pointing towards the ""OIL"" section of the gauge and the pressure reading is approximately 150 psi.  Q2: Evaluation: Yes  Q3: Final Verdict: UNSAFE","(256, 347, 749, 800)","[256, 347, 749, 800]",2,UNSAFE,"Q1: Observation: The visible physical condition on the gauge shows that the needle is pointing towards the ""OIL"" section of the gauge and the pressure reading is approximately 150 psi.  Q2: Evaluation: Yes  Q3:"
67,guage (4).jpg,guage,Obstruction,90,fahrenheit,Alert if > 72 fahrenheit.,90 fahrenheit,Rule A,Value is 90. 90 > 72.,1,UNSAFE,Dataset/Guages/guage (4).jpg,Data_Preprocessed/guage (4).jpg,Obstruction,Q1: Observation: The gauge shows a temperature of approximately 80 degrees Fahrenheit. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 980, 850)","[256, 347, 980, 850]",2,SAFE,Q1: Observation: The gauge shows a temperature of approximately 80 degrees Fahrenheit. Q2: Evaluation: No Q3:
68,guage (4).jpg,guage,Obstruction,90,fahrenheit,Alert if > 108 fahrenheit.,90 fahrenheit,Rule B,Value is 90. 90 < 108.,1,SAFE,Dataset/Guages/guage (4).jpg,Data_Preprocessed/guage (4).jpg,Obstruction,Q1: Observation: The gauge shows a temperature of approximately 95 degrees Fahrenheit. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 980, 850)","[256, 347, 980, 850]",2,SAFE,Q1: Observation: The gauge shows a temperature of approximately 95 degrees Fahrenheit. Q2: Evaluation: No Q3:
69,guage (40).jpg,guage,Low Contrast,53,celcius,Alert if > 42 celcius.,53 celcius,Rule A,Value is 53. 53 > 42.,1,UNSAFE,Dataset/Guages/guage (40).jpg,Data_Preprocessed/guage (40).jpg,Low Contrast,Q1: Observation: The exact numeric reading on the thermometer is 80 degrees Celsius. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 988, 852)","[256, 347, 988, 852]",2,SAFE,Q1: Observation: The exact numeric reading on the thermometer is 80 degrees Celsius. Q2: Evaluation: No Q3:
70,guage (40).jpg,guage,Low Contrast,53,celcius,Alert if > 64 celcius.,53 celcius,Rule B,Value is 53. 53 < 64.,1,SAFE,Dataset/Guages/guage (40).jpg,Data_Preprocessed/guage (40).jpg,Low Contrast,Q1: Observation: The exact numeric reading on the thermometer is 80 degrees Celsius. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 988, 852)","[256, 347, 988, 852]",2,SAFE,Q1: Observation: The exact numeric reading on the thermometer is 80 degrees Celsius. Q2: Evaluation: No Q3:
71,guage (41).jpg,guage,Glare,75,fahrenheit,Alert if > 60 fahrenheit.,75 fahrenheit,Rule A,Value is 75. 75 > 60.,1,UNSAFE,Dataset/Guages/guage (41).jpg,Data_Preprocessed/guage (41).jpg,Glare,Q1: Observation: The thermometer reads approximately 75 degrees Fahrenheit. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,Q1: Observation: The thermometer reads approximately 75 degrees Fahrenheit. Q2: Evaluation: No Q3:
72,guage (41).jpg,guage,Glare,75,fahrenheit,Alert if > 90 fahrenheit.,75 fahrenheit,Rule B,Value is 75. 75 < 90.,1,SAFE,Dataset/Guages/guage (41).jpg,Data_Preprocessed/guage (41).jpg,Glare,Q1: Observation: The thermometer reads approximately 85 degrees Fahrenheit. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,Q1: Observation: The thermometer reads approximately 85 degrees Fahrenheit. Q2: Evaluation: No Q3:
73,guage (42).jpg,guage,,25,psi,Alert if > 20 psi.,25 psi,Rule A,Value is 25. 25 > 20.,0,UNSAFE,Dataset/Guages/guage (42).jpg,Data_Preprocessed/guage (42).jpg,,Q1: Observation: The gauge reads approximately 50 psi on the left side and 75 psi on the right side of the dial. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 234, 744, 789)","[256, 234, 744, 789]",2,UNSAFE,Q1: Observation: The gauge reads approximately 50 psi on the left side and 75 psi on the right side of the dial. Q2: Evaluation: Yes Q3:
74,guage (42).jpg,guage,,25,psi,Alert if > 30 psi.,25 psi,Rule B,Value is 25. 25 < 30.,0,SAFE,Dataset/Guages/guage (42).jpg,Data_Preprocessed/guage (42).jpg,,Q1: Observation: The gauge reads approximately 50 psi on the left side and 75 psi on the right side of the dial. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 234, 744, 789)","[256, 234, 744, 789]",2,UNSAFE,Q1: Observation: The gauge reads approximately 50 psi on the left side and 75 psi on the right side of the dial. Q2: Evaluation: Yes Q3:
75,guage (43).jpg,guage,,43,celcius,Alert if > 34 celcius.,43 celcius,Rule A,Value is 43. 43 > 34.,0,UNSAFE,Dataset/Guages/guage (43).jpg,Data_Preprocessed/guage (43).jpg,,Q1: Observation: The exact numeric reading on the thermometer is 80 degrees Celsius. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 988, 820)","[256, 347, 988, 820]",2,SAFE,Q1: Observation: The exact numeric reading on the thermometer is 80 degrees Celsius. Q2: Evaluation: No Q3:
76,guage (43).jpg,guage,,43,celcius,Alert if > 52 celcius.,43 celcius,Rule B,Value is 43. 43 < 52.,0,SAFE,Dataset/Guages/guage (43).jpg,Data_Preprocessed/guage (43).jpg,,Q1: Observation: The exact numeric reading on the thermometer is 80 degrees Celsius. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 988, 820)","[256, 347, 988, 820]",2,SAFE,Q1: Observation: The exact numeric reading on the thermometer is 80 degrees Celsius. Q2: Evaluation: No Q3:
77,guage (44).jpg,guage,Obstruction,50,celcius,Alert if > 40 celcius.,50 celcius,Rule A,Value is 50. 50 > 40.,1,UNSAFE,Dataset/Guages/guage (44).jpg,Data_Preprocessed/guage (44).jpg,Obstruction,Q1: Observation: The red scale on the thermometer indicates that the temperature is approximately 50 degrees Celsius. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,Q1: Observation: The red scale on the thermometer indicates that the temperature is approximately 50 degrees Celsius. Q2: Evaluation: No Q3:
78,guage (44).jpg,guage,Obstruction,50,celcius,Alert if > 60 celcius.,50 celcius,Rule B,Value is 50. 50 < 60.,1,SAFE,Dataset/Guages/guage (44).jpg,Data_Preprocessed/guage (44).jpg,Obstruction,Q1: Observation: The red scale on the thermometer indicates that the temperature is approximately 45 degrees Celsius. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,Q1: Observation: The red scale on the thermometer indicates that the temperature is approximately 45 degrees Celsius. Q2: Evaluation: No Q3:
79,guage (45).jpg,guage,,25,psi,Alert if > 20 psi.,25 psi,Rule A,Value is 25. 25 > 20.,0,UNSAFE,Dataset/Guages/guage (45).jpg,Data_Preprocessed/guage (45).jpg,,Q1: Observation: The gauge reads approximately 50 psi on the left side and 75 psi on the right side of the dial. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,UNSAFE,Q1: Observation: The gauge reads approximately 50 psi on the left side and 75 psi on the right side of the dial. Q2: Evaluation: Yes Q3:
80,guage (45).jpg,guage,,25,psi,Alert if > 30 psi.,25 psi,Rule B,Value is 25. 25 < 30.,0,SAFE,Dataset/Guages/guage (45).jpg,Data_Preprocessed/guage (45).jpg,,Q1: Observation: The gauge reads approximately 45 psi on the left side and 75 psi on the right side of the dial. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,UNSAFE,Q1: Observation: The gauge reads approximately 45 psi on the left side and 75 psi on the right side of the dial. Q2: Evaluation: Yes Q3:
81,guage (46).jpg,guage,Glare,2.2,bar,Alert if > 1.7 bar.,2.2 bar,Rule A,Value is 2.2. 2.2 > 1.7.,1,UNSAFE,Dataset/Guages/guage (46).jpg,Data_Preprocessed/guage (46).jpg,Glare,Q1: Observation: The gauge shows a pressure of approximately 0 psi (pounds per square inch) on the dial face.  Q2: Evaluation: No  Q3: Final Verdict: SAFE,"(256, 347, 749, 850)","[256, 347, 749, 850]",2,SAFE,Q1: Observation: The gauge shows a pressure of approximately 0 psi (pounds per square inch) on the dial face.  Q2: Evaluation: No  Q3:
82,guage (46).jpg,guage,Glare,2.2,bar,Alert if > 2.7 bar.,2.2 bar,Rule B,Value is 2.2. 2.2 < 2.7.,1,SAFE,Dataset/Guages/guage (46).jpg,Data_Preprocessed/guage (46).jpg,Glare,Q1: Observation: The gauge shows a pressure of approximately 0 psi (pounds per square inch) on the dial face.  Q2: Evaluation: No  Q3: Final Verdict: SAFE,"(256, 347, 749, 850)","[256, 347, 749, 850]",2,SAFE,Q1: Observation: The gauge shows a pressure of approximately 0 psi (pounds per square inch) on the dial face.  Q2: Evaluation: No  Q3:
83,guage (47).jpg,guage,Obstruction,40,psi,Alert if > 32 psi.,40 psi,Rule A,Value is 40. 40 > 32.,1,UNSAFE,Dataset/Guages/guage (47).jpg,Data_Preprocessed/guage (47).jpg,Obstruction,Q1: Observation: The gauge shows a reading of approximately 40 PSI on the dial face. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 898, 650)","[256, 347, 898, 650]",2,SAFE,Q1: Observation: The gauge shows a reading of approximately 40 PSI on the dial face. Q2: Evaluation: No Q3:
84,guage (47).jpg,guage,Obstruction,40,psi,Alert if > 48 psi.,40 psi,Rule B,Value is 40. 40 < 48.,1,SAFE,Dataset/Guages/guage (47).jpg,Data_Preprocessed/guage (47).jpg,Obstruction,Q1: Observation: The gauge shows a reading of approximately 50 PSI on the dial face. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 898, 650)","[256, 347, 898, 650]",2,SAFE,Q1: Observation: The gauge shows a reading of approximately 50 PSI on the dial face. Q2: Evaluation: No Q3:
85,guage (48).jpg,guage,Glare/ Oblique Angle,0.17,MPa,Alert if > 0.13 MPa.,0.17 MPa,Rule A,Value is 0.17. 0.17 > 0.13.,1,UNSAFE,Dataset/Guages/guage (48).jpg,Data_Preprocessed/guage (48).jpg,Glare/ Oblique Angle,Q1: Observation: The gauge on the top of the machine reads approximately 0.15 MPa. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 347, 749, 898)","[256, 347, 749, 898]",2,UNSAFE,Q1: Observation: The gauge on the top of the machine reads approximately 0.15 MPa. Q2: Evaluation: Yes Q3:
86,guage (48).jpg,guage,Glare/ Oblique Angle,0.17,MPa,Alert if > 0.21 MPa.,0.17 MPa,Rule B,Value is 0.17. 0.17 < 0.21.,1,SAFE,Dataset/Guages/guage (48).jpg,Data_Preprocessed/guage (48).jpg,Glare/ Oblique Angle,Q1: Observation: The gauge on the top of the machine reads approximately 0.25 MPa. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 898)","[256, 347, 749, 898]",2,SAFE,Q1: Observation: The gauge on the top of the machine reads approximately 0.25 MPa. Q2: Evaluation: No Q3:
87,guage (49).jpg,guage,Low Resolution,35,psi,Alert if > 28 psi.,35 psi,Rule A,Value is 35. 35 > 28.,1,UNSAFE,Dataset/Guages/guage (49).jpg,Data_Preprocessed/guage (49).jpg,Low Resolution,Q1: Observation: The gauge shows a pressure of approximately 270 PSI on the dial face. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,Q1: Observation: The gauge shows a pressure of approximately 270 PSI on the dial face. Q2: Evaluation: No Q3:
88,guage (49).jpg,guage,Low Resolution,35,psi,Alert if > 42 psi.,35 psi,Rule B,Value is 35. 35 < 42.,1,SAFE,Dataset/Guages/guage (49).jpg,Data_Preprocessed/guage (49).jpg,Low Resolution,Q1: Observation: The gauge shows a pressure of approximately 50 PSI on the dial face. Q2: Evaluation: No Q3: Final Verdict: SAFE,"(256, 347, 749, 800)","[256, 347, 749, 800]",2,SAFE,Q1: Observation: The gauge shows a pressure of approximately 50 PSI on the dial face. Q2: Evaluation: No Q3:
89,guage (5).jpg,guage,Low Contrast,70,bar,Alert if > 56 bar.,70 bar,Rule A,Value is 70. 70 > 56.,1,UNSAFE,Dataset/Guages/guage (5).jpg,Data_Preprocessed/guage (5).jpg,Low Contrast,Q1: Observation: The gauge shows a reading of approximately 40 bar on the left dial and 80 bar on the right dial. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 347, 749, 850)","[256, 347, 749, 850]",2,UNSAFE,Q1: Observation: The gauge shows a reading of approximately 40 bar on the left dial and 80 bar on the right dial. Q2: Evaluation: Yes Q3:
90,guage (5).jpg,guage,Low Contrast,70,bar,Alert if > 84 bar.,70 bar,Rule B,Value is 70. 70 < 84.,1,SAFE,Dataset/Guages/guage (5).jpg,Data_Preprocessed/guage (5).jpg,Low Contrast,Q1: Observation: The gauge shows a reading of approximately 70 bar on the left dial and 95 bar on the right dial. Q2: Evaluation: Yes Q3: Final Verdict: UNSAFE,"(256, 347, 749, 850)","[256, 347, 749, 850]",2,UNSAFE,Q1: Observation: The gauge shows a reading of approximately 70 bar on the left dial and 95 bar on the right dial. Q2: Evaluation: Yes Q3:
91,guage (50).jpg,guage,,4.8,kp/cm3,Alert if > 3.8 kp/cm3.,4.8 kp/cm3,Rule A,Value is 4.8. 4.8 > 3.8.,0,UNSAFE,Dataset/Guages/guage (50).jpg,Data_Preprocessed/guage (50).jpg,,"Q1: Observation: The image shows a temperature gauge with a scale marked ""Lufttemperatur"" and a pointer indicating a value of approximately 0°C (or -17°F).  Q2: Evaluation: No  Q3: Final Verdict: SAFE","(298, 346, 702, 580)","[298, 346, 702, 580]",2,SAFE,"Q1: Observation: The image shows a temperature gauge with a scale marked ""Lufttemperatur"" and a pointer indicating a value of approximately 0°C (or -17°F).  Q2: Evaluation: No  Q3:"
92,guage (50).jpg,guage,,4.8,kp/cm3,Alert if > 5.8 kp/cm3.,4.8 kp/cm3,Rule B,Value is 4.8. 4.8 < 5.8.,0,SAFE,Dataset/Guages/guage (50).jpg,Data_Preprocessed/guage (50).jpg,,"Q1: Observation: The image shows a temperature gauge with a scale marked ""Lufttemperatur"" and a pointer indicating a value of approximately 0°C (or -17°F).  Q2: Evaluation: No  Q3: Final Verdict: SAFE","(298, 346, 702, 580)","[298, 346, 702, 580]",2,SAFE,"Q1: Observation: The image shows a temperature gauge with a scale marked ""Lufttemperatur"" and a pointer indicating a value of approximately 0°C (or -17°F).  Q2: Evaluation: No  Q3:"
