index,image_id,category,artifact_tag,ground_truth_value,unit,logic_constraint,expected_value,rule_id,reasoning,hard_case_flag,expected_verdict,full_path,processed_path,constraint
210,ft_gauge (2)_contrast.jpg,guage,,0,bar,Alert if > 0.5 bar.,0 bar,Rule B,Value is 0. 0 < 0.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (2)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (2)_contrast.jpg,
211,ft_gauge (2)_crop_bright.jpg,guage,,0,bar,Alert if reading is at 0 bar.,0 bar,Rule A,Value is 0. System is at 0.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (2)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (2)_crop_bright.jpg,
212,ft_gauge (2)_crop_bright.jpg,guage,,0,bar,Alert if > 0.5 bar.,0 bar,Rule B,Value is 0. 0 < 0.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (2)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (2)_crop_bright.jpg,
213,ft_gauge (3)_rot_dark.jpg,guage,Oblique Angle,85,bar,Alert if > 73 bar.,85 bar,Rule A,Value is 85. 85 > 73.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (3)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (3)_rot_dark.jpg,Oblique Angle
214,ft_gauge (3)_rot_dark.jpg,guage,Oblique Angle,85,bar,Alert if > 97 bar.,85 bar,Rule B,Value is 85. 85 < 97.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (3)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (3)_rot_dark.jpg,Oblique Angle
215,ft_gauge (3)_contrast.jpg,guage,Oblique Angle,85,bar,Alert if > 73 bar.,85 bar,Rule A,Value is 85. 85 > 73.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (3)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (3)_contrast.jpg,Oblique Angle
216,ft_gauge (3)_contrast.jpg,guage,Oblique Angle,85,bar,Alert if > 97 bar.,85 bar,Rule B,Value is 85. 85 < 97.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (3)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (3)_contrast.jpg,Oblique Angle
217,ft_gauge (3)_crop_bright.jpg,guage,Oblique Angle,85,bar,Alert if > 73 bar.,85 bar,Rule A,Value is 85. 85 > 73.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (3)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (3)_crop_bright.jpg,Oblique Angle
218,ft_gauge (3)_crop_bright.jpg,guage,Oblique Angle,85,bar,Alert if > 97 bar.,85 bar,Rule B,Value is 85. 85 < 97.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (3)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (3)_crop_bright.jpg,Oblique Angle
219,ft_gauge (4)_rot_dark.jpg,guage,,1.6,bar,Alert if > 0.7 bar.,1.6 bar,Rule A,Value is 1.6. 1.6 > 0.7.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (4)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (4)_rot_dark.jpg,
220,ft_gauge (4)_rot_dark.jpg,guage,,1.6,bar,Alert if > 2.5 bar.,1.6 bar,Rule B,Value is 1.6. 1.6 < 2.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (4)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (4)_rot_dark.jpg,
221,ft_gauge (4)_contrast.jpg,guage,,1.6,bar,Alert if > 0.7 bar.,1.6 bar,Rule A,Value is 1.6. 1.6 > 0.7.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (4)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (4)_contrast.jpg,
222,ft_gauge (4)_contrast.jpg,guage,,1.6,bar,Alert if > 2.5 bar.,1.6 bar,Rule B,Value is 1.6. 1.6 < 2.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (4)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (4)_contrast.jpg,
223,ft_gauge (4)_crop_bright.jpg,guage,,1.6,bar,Alert if > 0.7 bar.,1.6 bar,Rule A,Value is 1.6. 1.6 > 0.7.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (4)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (4)_crop_bright.jpg,
224,ft_gauge (4)_crop_bright.jpg,guage,,1.6,bar,Alert if > 2.5 bar.,1.6 bar,Rule B,Value is 1.6. 1.6 < 2.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (4)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (4)_crop_bright.jpg,
225,ft_gauge (5)_rot_dark.jpg,guage,Low Contrast,0,kg/cm²,Alert if reading is at 0 kg/cm².,0 kg/cm²,Rule A,Value is 0. System is at 0.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (5)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (5)_rot_dark.jpg,Low Contrast
226,ft_gauge (5)_rot_dark.jpg,guage,Low Contrast,0,kg/cm²,Alert if > 0.5 kg/cm².,0 kg/cm²,Rule B,Value is 0. 0 < 0.5.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (5)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (5)_rot_dark.jpg,Low Contrast
227,ft_gauge (5)_contrast.jpg,guage,Low Contrast,0,kg/cm²,Alert if reading is at 0 kg/cm².,0 kg/cm²,Rule A,Value is 0. System is at 0.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (5)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (5)_contrast.jpg,Low Contrast
228,ft_gauge (5)_contrast.jpg,guage,Low Contrast,0,kg/cm²,Alert if > 0.5 kg/cm².,0 kg/cm²,Rule B,Value is 0. 0 < 0.5.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (5)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (5)_contrast.jpg,Low Contrast
229,ft_gauge (5)_crop_bright.jpg,guage,Low Contrast,0,kg/cm²,Alert if reading is at 0 kg/cm².,0 kg/cm²,Rule A,Value is 0. System is at 0.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (5)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (5)_crop_bright.jpg,Low Contrast
230,ft_gauge (5)_crop_bright.jpg,guage,Low Contrast,0,kg/cm²,Alert if > 0.5 kg/cm².,0 kg/cm²,Rule B,Value is 0. 0 < 0.5.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (5)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (5)_crop_bright.jpg,Low Contrast
231,ft_gauge (6)_rot_dark.jpg,guage,Oblique Angle,2.2,,Alert if > 0.6 NA.,2.2 NA,Rule A,Value is 2.2. 2.2 > 0.6.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (6)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (6)_rot_dark.jpg,Oblique Angle
232,ft_gauge (6)_rot_dark.jpg,guage,Oblique Angle,2.2,,Alert if > 3.8 NA.,2.2 NA,Rule B,Value is 2.2. 2.2 < 3.8.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (6)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (6)_rot_dark.jpg,Oblique Angle
233,ft_gauge (6)_contrast.jpg,guage,Oblique Angle,2.2,,Alert if > 0.6 NA.,2.2 NA,Rule A,Value is 2.2. 2.2 > 0.6.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (6)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (6)_contrast.jpg,Oblique Angle
234,ft_gauge (6)_contrast.jpg,guage,Oblique Angle,2.2,,Alert if > 3.8 NA.,2.2 NA,Rule B,Value is 2.2. 2.2 < 3.8.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (6)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (6)_contrast.jpg,Oblique Angle
235,ft_gauge (6)_crop_bright.jpg,guage,Oblique Angle,2.2,,Alert if > 0.6 NA.,2.2 NA,Rule A,Value is 2.2. 2.2 > 0.6.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (6)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (6)_crop_bright.jpg,Oblique Angle
236,ft_gauge (6)_crop_bright.jpg,guage,Oblique Angle,2.2,,Alert if > 3.8 NA.,2.2 NA,Rule B,Value is 2.2. 2.2 < 3.8.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (6)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (6)_crop_bright.jpg,Oblique Angle
237,ft_gauge (7)_rot_dark.jpg,guage,Glare/ Oblique Angle,0,bar,Alert if reading is at 0 bar.,0 bar,Rule A,Value is 0. System is at 0.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (7)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (7)_rot_dark.jpg,Glare/ Oblique Angle
238,ft_gauge (7)_rot_dark.jpg,guage,Glare/ Oblique Angle,0,bar,Alert if > 0.5 bar.,0 bar,Rule B,Value is 0. 0 < 0.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (7)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (7)_rot_dark.jpg,Glare/ Oblique Angle
239,ft_gauge (7)_contrast.jpg,guage,Glare/ Oblique Angle,0,bar,Alert if reading is at 0 bar.,0 bar,Rule A,Value is 0. System is at 0.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (7)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (7)_contrast.jpg,Glare/ Oblique Angle
240,ft_gauge (7)_contrast.jpg,guage,Glare/ Oblique Angle,0,bar,Alert if > 0.5 bar.,0 bar,Rule B,Value is 0. 0 < 0.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (7)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (7)_contrast.jpg,Glare/ Oblique Angle
241,ft_gauge (7)_crop_bright.jpg,guage,Glare/ Oblique Angle,0,bar,Alert if reading is at 0 bar.,0 bar,Rule A,Value is 0. System is at 0.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (7)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (7)_crop_bright.jpg,Glare/ Oblique Angle
242,ft_gauge (7)_crop_bright.jpg,guage,Glare/ Oblique Angle,0,bar,Alert if > 0.5 bar.,0 bar,Rule B,Value is 0. 0 < 0.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (7)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (7)_crop_bright.jpg,Glare/ Oblique Angle
243,ft_gauge (8)_rot_dark.jpg,guage,,12,°C,Alert if > 2 °C.,12 °C,Rule A,Value is 12. 12 > 2.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (8)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (8)_rot_dark.jpg,
244,ft_gauge (8)_rot_dark.jpg,guage,,12,°C,Alert if > 22 °C.,12 °C,Rule B,Value is 12. 12 < 22.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (8)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (8)_rot_dark.jpg,
245,ft_gauge (8)_contrast.jpg,guage,,12,°C,Alert if > 2 °C.,12 °C,Rule A,Value is 12. 12 > 2.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (8)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (8)_contrast.jpg,
246,ft_gauge (8)_contrast.jpg,guage,,12,°C,Alert if > 22 °C.,12 °C,Rule B,Value is 12. 12 < 22.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (8)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (8)_contrast.jpg,
247,ft_gauge (8)_crop_bright.jpg,guage,,12,°C,Alert if > 2 °C.,12 °C,Rule A,Value is 12. 12 > 2.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (8)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (8)_crop_bright.jpg,
248,ft_gauge (8)_crop_bright.jpg,guage,,12,°C,Alert if > 22 °C.,12 °C,Rule B,Value is 12. 12 < 22.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (8)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (8)_crop_bright.jpg,
249,ft_gauge (9)_rot_dark.jpg,guage,Low Contrast,35,°C,Alert if > 33 °C.,35 °C,Rule A,Value is 35. 35 > 33.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (9)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (9)_rot_dark.jpg,Low Contrast
250,ft_gauge (9)_rot_dark.jpg,guage,Low Contrast,35,°C,Alert if > 37 °C.,35 °C,Rule B,Value is 35. 35 < 37.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (9)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (9)_rot_dark.jpg,Low Contrast
251,ft_gauge (9)_contrast.jpg,guage,Low Contrast,35,°C,Alert if > 33 °C.,35 °C,Rule A,Value is 35. 35 > 33.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (9)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (9)_contrast.jpg,Low Contrast
252,ft_gauge (9)_contrast.jpg,guage,Low Contrast,35,°C,Alert if > 37 °C.,35 °C,Rule B,Value is 35. 35 < 37.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (9)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (9)_contrast.jpg,Low Contrast
253,ft_gauge (9)_crop_bright.jpg,guage,Low Contrast,35,°C,Alert if > 33 °C.,35 °C,Rule A,Value is 35. 35 > 33.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (9)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (9)_crop_bright.jpg,Low Contrast
254,ft_gauge (9)_crop_bright.jpg,guage,Low Contrast,35,°C,Alert if > 37 °C.,35 °C,Rule B,Value is 35. 35 < 37.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (9)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (9)_crop_bright.jpg,Low Contrast
255,ft_gauge (10)_rot_dark.jpg,guage,,0.1,,Alert if > 0.07 NA.,0.1 NA,Rule A,Value is 0.1. 0.1 > 0.07.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (10)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (10)_rot_dark.jpg,
256,ft_gauge (10)_rot_dark.jpg,guage,,0.1,,Alert if > 0.13 NA.,0.1 NA,Rule B,Value is 0.1. 0.1 < 0.13.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (10)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (10)_rot_dark.jpg,
257,ft_gauge (10)_contrast.jpg,guage,,0.1,,Alert if > 0.07 NA.,0.1 NA,Rule A,Value is 0.1. 0.1 > 0.07.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (10)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (10)_contrast.jpg,
258,ft_gauge (10)_contrast.jpg,guage,,0.1,,Alert if > 0.13 NA.,0.1 NA,Rule B,Value is 0.1. 0.1 < 0.13.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (10)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (10)_contrast.jpg,
259,ft_gauge (10)_crop_bright.jpg,guage,,0.1,,Alert if > 0.07 NA.,0.1 NA,Rule A,Value is 0.1. 0.1 > 0.07.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (10)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (10)_crop_bright.jpg,
260,ft_gauge (10)_crop_bright.jpg,guage,,0.1,,Alert if > 0.13 NA.,0.1 NA,Rule B,Value is 0.1. 0.1 < 0.13.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (10)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (10)_crop_bright.jpg,
261,ft_gauge (11)_rot_dark.jpg,guage,Oblique Angle,3.7,bar,Alert if > 2.9 bar.,3.7 bar,Rule A,Value is 3.7. 3.7 > 2.9.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (11)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (11)_rot_dark.jpg,Oblique Angle
262,ft_gauge (11)_rot_dark.jpg,guage,Oblique Angle,3.7,bar,Alert if > 4.5 bar.,3.7 bar,Rule B,Value is 3.7. 3.7 < 4.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (11)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (11)_rot_dark.jpg,Oblique Angle
263,ft_gauge (11)_contrast.jpg,guage,Oblique Angle,3.7,bar,Alert if > 2.9 bar.,3.7 bar,Rule A,Value is 3.7. 3.7 > 2.9.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (11)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (11)_contrast.jpg,Oblique Angle
264,ft_gauge (11)_contrast.jpg,guage,Oblique Angle,3.7,bar,Alert if > 4.5 bar.,3.7 bar,Rule B,Value is 3.7. 3.7 < 4.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (11)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (11)_contrast.jpg,Oblique Angle
265,ft_gauge (11)_crop_bright.jpg,guage,Oblique Angle,3.7,bar,Alert if > 2.9 bar.,3.7 bar,Rule A,Value is 3.7. 3.7 > 2.9.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (11)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (11)_crop_bright.jpg,Oblique Angle
266,ft_gauge (11)_crop_bright.jpg,guage,Oblique Angle,3.7,bar,Alert if > 4.5 bar.,3.7 bar,Rule B,Value is 3.7. 3.7 < 4.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (11)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (11)_crop_bright.jpg,Oblique Angle
267,ft_gauge (12)_rot_dark.jpg,guage,,400,kPa,Alert if > 348 kPa.,400 kPa,Rule A,Value is 400. 400 > 348.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (12)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (12)_rot_dark.jpg,
268,ft_gauge (12)_rot_dark.jpg,guage,,400,kPa,Alert if > 452 kPa.,400 kPa,Rule B,Value is 400. 400 < 452.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (12)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (12)_rot_dark.jpg,
269,ft_gauge (12)_contrast.jpg,guage,,400,kPa,Alert if > 348 kPa.,400 kPa,Rule A,Value is 400. 400 > 348.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (12)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (12)_contrast.jpg,
270,ft_gauge (12)_contrast.jpg,guage,,400,kPa,Alert if > 452 kPa.,400 kPa,Rule B,Value is 400. 400 < 452.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (12)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (12)_contrast.jpg,
271,ft_gauge (12)_crop_bright.jpg,guage,,400,kPa,Alert if > 348 kPa.,400 kPa,Rule A,Value is 400. 400 > 348.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (12)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (12)_crop_bright.jpg,
272,ft_gauge (12)_crop_bright.jpg,guage,,400,kPa,Alert if > 452 kPa.,400 kPa,Rule B,Value is 400. 400 < 452.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (12)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (12)_crop_bright.jpg,
273,ft_gauge (13)_rot_dark.jpg,guage,,1.2,bar,Alert if > 0.6 bar.,1.2 bar,Rule A,Value is 1.2. 1.2 > 0.6.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (13)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (13)_rot_dark.jpg,
274,ft_gauge (13)_rot_dark.jpg,guage,,1.2,bar,Alert if > 2.5 bar.,1.2 bar,Rule B,Value is 1.2. 1.2 < 2.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (13)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (13)_rot_dark.jpg,
275,ft_gauge (13)_contrast.jpg,guage,,1.2,bar,Alert if > 0.6 bar.,1.2 bar,Rule A,Value is 1.2. 1.2 > 0.6.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (13)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (13)_contrast.jpg,
276,ft_gauge (13)_contrast.jpg,guage,,1.2,bar,Alert if > 2.5 bar.,1.2 bar,Rule B,Value is 1.2. 1.2 < 2.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (13)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (13)_contrast.jpg,
277,ft_gauge (13)_crop_bright.jpg,guage,,1.2,bar,Alert if > 0.6 bar.,1.2 bar,Rule A,Value is 1.2. 1.2 > 0.6.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (13)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (13)_crop_bright.jpg,
278,ft_gauge (13)_crop_bright.jpg,guage,,1.2,bar,Alert if > 2.5 bar.,1.2 bar,Rule B,Value is 1.2. 1.2 < 2.5.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (13)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (13)_crop_bright.jpg,
279,ft_gauge (14)_rot_dark.jpg,guage,Low Contrast,10,,Alert if > 5 NA.,10 NA,Rule A,Value is 10. 10 > 5.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (14)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (14)_rot_dark.jpg,Low Contrast
280,ft_gauge (14)_rot_dark.jpg,guage,Low Contrast,10,,Alert if > 21 NA.,10 NA,Rule B,Value is 10. 10 < 21.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (14)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (14)_rot_dark.jpg,Low Contrast
281,ft_gauge (14)_contrast.jpg,guage,Low Contrast,10,,Alert if > 5 NA.,10 NA,Rule A,Value is 10. 10 > 5.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (14)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (14)_contrast.jpg,Low Contrast
282,ft_gauge (14)_contrast.jpg,guage,Low Contrast,10,,Alert if > 21 NA.,10 NA,Rule B,Value is 10. 10 < 21.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (14)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (14)_contrast.jpg,Low Contrast
283,ft_gauge (14)_crop_bright.jpg,guage,Low Contrast,10,,Alert if > 5 NA.,10 NA,Rule A,Value is 10. 10 > 5.,0,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (14)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (14)_crop_bright.jpg,Low Contrast
284,ft_gauge (14)_crop_bright.jpg,guage,Low Contrast,10,,Alert if > 21 NA.,10 NA,Rule B,Value is 10. 10 < 21.,0,SAFE,Dataset_FineTune/Augmented/ft_gauge (14)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (14)_crop_bright.jpg,Low Contrast
285,ft_gauge (15)_rot_dark.jpg,guage,,15,psi,Alert if > 4 psi.,15 psi,Rule A,Value is 15. 15 > 4.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (15)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (15)_rot_dark.jpg,
286,ft_gauge (15)_rot_dark.jpg,guage,,15,psi,Alert if > 26 psi.,15 psi,Rule B,Value is 15. 15 < 26.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (15)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (15)_rot_dark.jpg,
287,ft_gauge (15)_contrast.jpg,guage,,15,psi,Alert if > 4 psi.,15 psi,Rule A,Value is 15. 15 > 4.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (15)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (15)_contrast.jpg,
288,ft_gauge (15)_contrast.jpg,guage,,15,psi,Alert if > 26 psi.,15 psi,Rule B,Value is 15. 15 < 26.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (15)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (15)_contrast.jpg,
289,ft_gauge (15)_crop_bright.jpg,guage,,15,psi,Alert if > 4 psi.,15 psi,Rule A,Value is 15. 15 > 4.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (15)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (15)_crop_bright.jpg,
290,ft_gauge (15)_crop_bright.jpg,guage,,15,psi,Alert if > 26 psi.,15 psi,Rule B,Value is 15. 15 < 26.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (15)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (15)_crop_bright.jpg,
291,ft_gauge (16)_rot_dark.jpg,guage,Oblique Angle,0,bar,Alert if reading is at 0 bar.,0 bar,Rule A,Value is 0. System is at 0.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (16)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (16)_rot_dark.jpg,Oblique Angle
292,ft_gauge (16)_rot_dark.jpg,guage,Oblique Angle,0,bar,Alert if > 5.0 bar.,0 bar,Rule B,Value is 0. 0 < 5.0.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (16)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (16)_rot_dark.jpg,Oblique Angle
293,ft_gauge (16)_contrast.jpg,guage,Oblique Angle,0,bar,Alert if reading is at 0 bar.,0 bar,Rule A,Value is 0. System is at 0.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (16)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (16)_contrast.jpg,Oblique Angle
294,ft_gauge (16)_contrast.jpg,guage,Oblique Angle,0,bar,Alert if > 5.0 bar.,0 bar,Rule B,Value is 0. 0 < 5.0.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (16)_contrast.jpg,Dataset_FineTune/Augmented/ft_gauge (16)_contrast.jpg,Oblique Angle
295,ft_gauge (16)_crop_bright.jpg,guage,Oblique Angle,0,bar,Alert if reading is at 0 bar.,0 bar,Rule A,Value is 0. System is at 0.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (16)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (16)_crop_bright.jpg,Oblique Angle
296,ft_gauge (16)_crop_bright.jpg,guage,Oblique Angle,0,bar,Alert if > 5.0 bar.,0 bar,Rule B,Value is 0. 0 < 5.0.,1,SAFE,Dataset_FineTune/Augmented/ft_gauge (16)_crop_bright.jpg,Dataset_FineTune/Augmented/ft_gauge (16)_crop_bright.jpg,Oblique Angle
297,ft_gauge (17)_rot_dark.jpg,guage,Low Contrast,0,,Alert if reading is at 0 NA.,0 NA,Rule A,Value is 0. System is at 0.,1,UNSAFE,Dataset_FineTune/Augmented/ft_gauge (17)_rot_dark.jpg,Dataset_FineTune/Augmented/ft_gauge (17)_rot_dark.jpg,Low Contrast
